DN01.txt, The Brahmā Net Brahmajāla Sutta
DN02.txt, The Fruits Of The Contemplative Life Sāmaññaphala Sutta
DN09.txt, About Poṭṭhapāda Poṭṭhapāda Sutta
DN11.txt, To Kevaṭṭa Kevaṭṭa Sutta
DN12.txt, To Lohicca Lohicca Sutta
DN15.txt, The Great Causes Discourse Mahā Nidāna Sutta
DN16_1.txt, The Great Total Unbinding Discourse Section 1 Mahā Parinibbāna Sutta
DN16_2.txt, The Great Total Unbinding Discourse Section 2 Mahā Parinibbāna Sutta
DN16_3.txt, The Great Total Unbinding Discourse Section 3 Mahā Parinibbāna Sutta
DN16_4.txt, The Great Total Unbinding Discourse Section 4 Mahā Parinibbāna Sutta
DN16_5.txt, The Great Total Unbinding Discourse Section 5 Mahā Parinibbāna Sutta
DN16_6.txt, The Great Total Unbinding Discourse Section 6 Mahā Parinibbāna Sutta
DN20.txt, The Great Meeting Mahā Samaya Sutta
DN21.txt, Sakka's Questions (Excerpt) Sakka-Pañha Sutta
DN22.txt, The Great Establishing Of Mindfulness Discourse Mahā Satipaṭṭhāna Sutta
DN26.txt, The Wheel-Turning Emperor  (Excerpt) Cakkavatti Sutta
DN29.txt, The Inspiring Discourse Pāsādika Sutta
DN33_1-5.txt, The Discourse For Reciting Together (Ones To Fives) Saṅgīti Sutta
DN33_6-10.txt, The Discourse For Reciting Together (Sixes To Tens) Saṅgīti Sutta
DN34_1_5.txt, Progressing By Tens (Ones To Fives) Dasuttara Sutta
DN34_6_10.txt, Progressing By Tens (Sixes To Tens) Dasuttara Sutta
